Comment,Date
Mn dawas dekekete kalin hnb debit card ekak hada gatta eken online payment keraddi transaction failed kiyela watenewane,2023-06-25T10:41:12Z
Transfer ekak karanna account eka hadala e welema berida,2023-06-23T03:15:14Z
Mokadda ane oita wada sadda ahenna katha karanna barida mona reddakwath ahenne na    4n eka කනට lan karala ahanna one   ethkota vedio eka penne na 🤦,2023-03-07T14:53:42Z
HNB Credit card ekakin unath me app ekta register wenna puluwanda,2022-07-28T07:04:52Z
Thanks ,2022-07-15T18:59:35Z
Fund transfer interbase එකට යන්න බැ නේ මොකද්ද notice එකක් එනවා ඒකට මොකුත් කරන්න බැරිද?,2022-07-09T05:05:14Z
Thank you ,2022-07-08T12:49:34Z
Mata hnb bank eken e-statment ekak avilla   mage  mail ekata mokakda e ekata mokada karanna one.,2022-06-02T05:40:33Z
Maximum keeyak transfer karanna puluwanda,2022-05-18T14:21:51Z
Mn kalin use karapu 4n eka maru krddi ekn mn digital banking app ek uninstall kra dn me 4n ek hdnna amruyne mkda krnne ekta???,2022-03-26T16:55:40Z
අනේ මන්ද බන් පොඩ්ඩක් හිමීට පැහැදිලිව කියහන්කො සල්ලි ට්‍රාන්ස්වර් කරද්දී අර ෆිල් කරන්නෙ කොහොමද කියලා.,2022-02-17T18:03:40Z
"Hello, is it possible to transfer money to any Indian Bank Account using the HNB mobile application?",2022-02-09T14:08:56Z
Elama,2021-12-17T13:30:46Z
Patta Bokka,2021-12-17T10:36:57Z
Good Job,2021-12-17T03:40:05Z
Elama,2021-12-16T20:00:40Z
Super,2021-12-16T19:18:25Z
Excellent,2021-12-16T18:02:48Z
Elama,2021-12-16T17:24:36Z
ado thnx hode 🥰,2021-12-04T06:20:48Z
අපි වෙන account  එකකට සල්ලි ට්‍රාන්සර් කලාම අපිට මුකුත් massage එකක්  එන්නෙ නැද්ද ? ඒ යවපු කෙනාට යවන්න ?,2021-11-08T09:39:46Z
HNB එකේ debit card එක ඇක්ටිවේට් කරගන්න විදිහ කියලා දෙන්නකො කවුරු හරි.මට ATM  use කරන්න ඕනෙ නෑ  online payment විතරයි.ඒත් ඇක්ටිව් කරන්න ATM එකකට දාන්න ඕනෙ නේද?,2021-10-25T12:27:11Z
Nice sharing,2021-10-23T09:52:00Z
Thank you  anna,2025-05-15T06:55:33Z
Bank transaction list delete panne mudiuma bro,2025-01-09T11:06:22Z
Super Anna ,2024-12-16T02:20:52Z
How to change phone number in bank app? Plz reply bcz my srilanka phone number doesn't work.bcz now I'm in uk,2024-11-14T08:14:59Z
mobile nimper epdi change pantre,2024-11-14T05:48:38Z
,2024-10-16T15:33:51Z
Etkanave register pannidan anaa block la eruku athuku oru video send me,2024-09-01T04:09:29Z
Thanks annaa,2024-08-05T08:12:53Z
Lon edukkalama,2024-05-27T13:51:02Z
தண்ணி கரன்ட்  பணம் எப்படி செலுத்துவது,2024-05-07T08:20:26Z
"HNB DIGITAL BANKING பற்றிய சகல விடயங்களையும் தெளிவாக தெளிவுபடுத்தியதற்கு நன்றி சகோதரா!
மேலும் எனக்கு Ginei App பற்றிய விளக்கமும் தேவைப்படுகிறது.
தர முடியுமானால் தாருங்கள் சகோதரா.",2024-02-05T02:56:32Z
Brother Can you say please how to change username in mobile banking app in HNB newly.,2023-10-31T03:35:57Z
Brother Can you say please how to change username in mobile banking app in HNB newly.,2023-10-31T03:35:44Z
Akta bomba suiz Alam on off,2023-10-12T22:55:21Z
Bro Naan foreign la irukain enahku otp number eduka mudiyama iruku gimail la sms varamthiri ethum seya mudiuma athusammnthama kunjam sollungka,2023-06-22T07:32:04Z
Sri நான் சவுதி அரேபியாவில் இருக்கிறேன் எனக்கு இந்த   Hatton national digital bank பயன்படுத்த முடியுமா அதுக்கு என்னா செய்ய வேண்டும்,2023-06-21T12:32:28Z
HNB bank mobile number change sigrathu eppdi,2023-01-25T13:37:49Z
Bro Debit Card Online payments activela இருக்குது எண்டத எப்படி App மூலமா தெரிஞ்சு கொள்ளலாம்????,2022-12-14T08:22:20Z
Reply soon,2022-12-02T07:56:50Z
Brother fund transfer panni unsuccessful endu wandhaa enna seirai then money vetti pattu iki,2022-12-02T07:56:39Z
Bank Statement eppadi Bro edukkurathu,2022-11-17T00:55:23Z
Bro passcode number marantha enapananum,2022-10-27T13:16:34Z
Bro passcode number marantha enapananum,2022-10-27T13:15:56Z
Bro passcode number marantha enapananum,2022-10-27T13:15:43Z
ஒரு கணக்கை Add செய்து Fund transfer செய்த கணக்கை எவ்வாறு delete செய்வது.,2022-09-10T05:34:17Z
Thank you so mush...,2022-07-08T18:47:38Z
View and transaction   the choice not coming what problem,2022-07-05T15:36:36Z
Thanks Anna,2022-04-02T11:54:07Z
Bro yearly evlo charge pandraanga ..mobile banking ku,2022-03-26T13:15:41Z
18:52 ,2022-03-26T13:03:14Z
Best banking app ethu...srilanka la...unka suggestions sollunga,2022-03-26T11:55:25Z
பொல் அக்கொண்டு எனாக்கு தோவை படுகிரது முடியிமானா தொர்பு கொல்லுங்க பதில் அவசியாம்   பிலிஸ்  நண்ப,2022-02-23T07:40:05Z
HNB users nema maranthudu atha eppudi edukuri anna,2022-02-18T17:57:11Z
Vera level bro,2021-12-17T15:59:59Z
"thanks bro  ,how to delete transaction history ??",2021-11-11T14:46:16Z
Thank you so much bro...,2021-10-12T07:44:07Z
Super. Thanks please SOLO,2021-10-03T15:47:48Z
நன்றாக விளங்கிக்கொள்ளக்கூடியதாக உள்ளது ஒரு பிரியோசனமான பதிவு நன்றி நண்பா,2021-09-15T07:14:23Z
Card illatha acout mudiaytha bro,2021-09-01T01:42:54Z
Bro card ille only bank pasbok tha irku atha epdi cennect panne mudima,2021-09-01T01:41:32Z
"Super bro naan ippo saudi la irukken naanum intha app use panren money transfer pannumpothu otp Number phone number kku pohuthu phone number srilankavil irukku 

Enda account la phone number mattumthaan koduthu irukken 
Email id kodukkala 
Email id ya eppadi bro add panrathu
Note : naan profile la poi add pannalam enru ninaithen edit panna varuthilla ithukku enna pannalam bro.",2021-08-09T02:11:56Z
"It's great initiative.
It's necessary to our clients nowadays.
Keep doing more video.",2021-06-27T13:12:49Z
"Its been clearly explained..
Everyone could easily understand the usage of the app ",2021-06-27T09:59:17Z
